STD,Year,State,County,State FIPS,County FIPS,Rate,Rate Category
Chlamydia,2021,Colorado,Costilla County,08,023,469,306–489
Chlamydia,2021,Colorado,Crowley County,08,025,233,209–305
Chlamydia,2021,Colorado,Custer County,08,027,40,1–208
Chlamydia,2021,Colorado,Delta County,08,029,259,209–305
Chlamydia,2021,Colorado,Denver County,08,031,933,"490–3,468"
Chlamydia,2021,Colorado,Dolores County,08,033,42,1–208
Chlamydia,2021,Colorado,Douglas County,08,035,198,1–208
Chlamydia,2021,Colorado,Eagle County,08,037,314,306–489
Chlamydia,2021,Colorado,Elbert County,08,039,118,1–208
Chlamydia,2021,Colorado,El Paso County,08,041,486,306–489
Chlamydia,2021,Colorado,Fremont County,08,043,244,209–305
Chlamydia,2021,Colorado,Garfield County,08,045,335,306–489
Chlamydia,2021,Colorado,Gilpin County,08,047,85,1–208
Chlamydia,2021,Colorado,Grand County,08,049,214,209–305
Chlamydia,2021,Colorado,Gunnison County,08,051,226,209–305
Chlamydia,2021,Colorado,Hinsdale County,08,053,0,0
Chlamydia,2021,Colorado,Huerfano County,08,055,260,209–305
Chlamydia,2021,Colorado,Jackson County,08,057,73,1–208
Chlamydia,2021,Colorado,Jefferson County,08,059,261,209–305
Chlamydia,2021,Colorado,Kiowa County,08,061,69,1–208
Chlamydia,2021,Colorado,Kit Carson County,08,063,144,1–208
Chlamydia,2021,Colorado,Lake County,08,065,351,306–489
Chlamydia,2021,Colorado,La Plata County,08,067,297,209–305
Chlamydia,2021,Colorado,Larimer County,08,069,327,306–489
Chlamydia,2021,Colorado,Las Animas County,08,071,383,306–489
Chlamydia,2021,Colorado,Lincoln County,08,073,193,1–208
Chlamydia,2021,Colorado,Logan County,08,075,326,306–489
Chlamydia,2021,Colorado,Mesa County,08,077,351,306–489
Chlamydia,2021,Colorado,Mineral County,08,079,108,1–208
Chlamydia,2021,Colorado,Moffat County,08,081,296,209–305
Chlamydia,2021,Colorado,Montezuma County,08,083,294,209–305
Chlamydia,2021,Colorado,Montrose County,08,085,278,209–305
Chlamydia,2021,Colorado,Morgan County,08,087,445,306–489
Chlamydia,2021,Colorado,Otero County,08,089,355,306–489
Chlamydia,2021,Colorado,Ouray County,08,091,179,1–208
Chlamydia,2021,Colorado,Park County,08,093,90,1–208
Chlamydia,2021,Colorado,Phillips County,08,095,310,306–489
Chlamydia,2021,Colorado,Pitkin County,08,097,213,209–305
Chlamydia,2021,Colorado,Prowers County,08,099,634,"490–3,468"
Chlamydia,2021,Colorado,Pueblo County,08,101,575,"490–3,468"
Chlamydia,2021,Colorado,Rio Blanco County,08,103,124,1–208
Chlamydia,2021,Colorado,Rio Grande County,08,105,412,306–489
Chlamydia,2021,Colorado,Routt County,08,107,211,209–305
Chlamydia,2021,Colorado,Saguache County,08,109,232,209–305
Chlamydia,2021,Colorado,San Juan County,08,111,546,"490–3,468"
Chlamydia,2021,Colorado,San Miguel County,08,113,136,1–208
Chlamydia,2021,Colorado,Sedgwick County,08,115,43,1–208
Chlamydia,2021,Colorado,Summit County,08,117,301,209–305
Chlamydia,2021,Colorado,Teller County,08,119,136,1–208
Chlamydia,2021,Colorado,Washington County,08,121,62,1–208
Chlamydia,2021,Colorado,Weld County,08,123,421,306–489
Chlamydia,2021,Colorado,Yuma County,08,125,221,209–305
Chlamydia,2021,Connecticut,Fairfield County,09,001,354,306–489
Chlamydia,2021,Connecticut,Hartford County,09,003,509,"490–3,468"
Chlamydia,2021,Connecticut,Litchfield County,09,005,191,1–208
Chlamydia,2021,Connecticut,Middlesex County,09,007,267,209–305
Chlamydia,2021,Connecticut,New Haven County,09,009,511,"490–3,468"
Chlamydia,2021,Connecticut,New London County,09,011,321,306–489
Chlamydia,2021,Connecticut,Tolland County,09,013,200,1–208
Chlamydia,2021,Connecticut,Windham County,09,015,211,209–305
Chlamydia,2021,Delaware,Kent County,10,001,574,"490–3,468"
Chlamydia,2021,Delaware,New Castle County,10,003,511,"490–3,468"
Chlamydia,2021,Delaware,Sussex County,10,005,363,306–489
Chlamydia,2021,District of Columbia,District of Columbia,11,001,"1,038","490–3,468"
Chlamydia,2021,Florida,Alachua County,12,001,928,"490–3,468"
Chlamydia,2021,Florida,Baker County,12,003,418,306–489
Chlamydia,2021,Florida,Bay County,12,005,458,306–489
Chlamydia,2021,Florida,Bradford County,12,007,420,306–489
Chlamydia,2021,Florida,Brevard County,12,009,314,306–489
Chlamydia,2021,Florida,Broward County,12,011,525,"490–3,468"
Chlamydia,2021,Florida,Calhoun County,12,013,345,306–489
Chlamydia,2021,Florida,Charlotte County,12,015,168,1–208
Chlamydia,2021,Florida,Citrus County,12,017,214,209–305
Chlamydia,2021,Florida,Clay County,12,019,366,306–489
Chlamydia,2021,Florida,Collier County,12,021,290,209–305
Chlamydia,2021,Florida,Columbia County,12,023,590,"490–3,468"
Chlamydia,2021,Florida,DeSoto County,12,027,311,306–489
Chlamydia,2021,Florida,Dixie County,12,029,474,306–489
Chlamydia,2021,Florida,Duval County,12,031,780,"490–3,468"
Chlamydia,2021,Florida,Escambia County,12,033,651,"490–3,468"
Chlamydia,2021,Florida,Flagler County,12,035,268,209–305
Chlamydia,2021,Florida,Franklin County,12,037,334,306–489
Chlamydia,2021,Florida,Gadsden County,12,039,961,"490–3,468"
Chlamydia,2021,Florida,Gilchrist County,12,041,419,306–489
Chlamydia,2021,Florida,Glades County,12,043,319,306–489
Chlamydia,2021,Florida,Gulf County,12,045,341,306–489
Chlamydia,2021,Florida,Hamilton County,12,047,822,"490–3,468"
Chlamydia,2021,Florida,Hardee County,12,049,555,"490–3,468"
Chlamydia,2021,Florida,Hendry County,12,051,533,"490–3,468"
Chlamydia,2021,Florida,Hernando County,12,053,265,209–305
Chlamydia,2021,Florida,Highlands County,12,055,344,306–489
Chlamydia,2021,Florida,Hillsborough County,12,057,601,"490–3,468"
Chlamydia,2021,Florida,Holmes County,12,059,409,306–489
Chlamydia,2021,Florida,Indian River County,12,061,311,306–489
Chlamydia,2021,Florida,Jackson County,12,063,602,"490–3,468"
Chlamydia,2021,Florida,Jefferson County,12,065,522,"490–3,468"
Chlamydia,2021,Florida,Lafayette County,12,067,310,306–489
Chlamydia,2021,Florida,Lake County,12,069,229,209–305
Chlamydia,2021,Florida,Lee County,12,071,401,306–489
Chlamydia,2021,Florida,Leon County,12,073,"1,103","490–3,468"
Chlamydia,2021,Florida,Levy County,12,075,519,"490–3,468"
Chlamydia,2021,Florida,Liberty County,12,077,456,306–489
Chlamydia,2021,Florida,Madison County,12,079,569,"490–3,468"
Chlamydia,2021,Florida,Manatee County,12,081,392,306–489
Chlamydia,2021,Florida,Marion County,12,083,372,306–489
Chlamydia,2021,Florida,Martin County,12,085,201,1–208
Chlamydia,2021,Florida,Miami-Dade County,12,086,529,"490–3,468"
Chlamydia,2021,Florida,Monroe County,12,087,265,209–305
Chlamydia,2021,Florida,Nassau County,12,089,268,209–305
Chlamydia,2021,Florida,Okaloosa County,12,091,486,306–489
Chlamydia,2021,Florida,Okeechobee County,12,093,422,306–489
Chlamydia,2021,Florida,Orange County,12,095,746,"490–3,468"
Chlamydia,2021,Florida,Osceola County,12,097,461,306–489
Chlamydia,2021,Florida,Palm Beach County,12,099,399,306–489
Chlamydia,2021,Florida,Pasco County,12,101,284,209–305
Chlamydia,2021,Florida,Pinellas County,12,103,431,306–489
Chlamydia,2021,Florida,Polk County,12,105,495,"490–3,468"
Chlamydia,2021,Florida,Putnam County,12,107,512,"490–3,468"
Chlamydia,2021,Florida,St. Johns County,12,109,218,209–305
Chlamydia,2021,Florida,St. Lucie County,12,111,343,306–489
Chlamydia,2021,Florida,Santa Rosa County,12,113,253,209–305
Chlamydia,2021,Florida,Sarasota County,12,115,238,209–305
Chlamydia,2021,Florida,Seminole County,12,117,402,306–489
Chlamydia,2021,Florida,Sumter County,12,119,126,1–208
Chlamydia,2021,Florida,Suwannee County,12,121,463,306–489
Chlamydia,2021,Florida,Taylor County,12,123,403,306–489
Chlamydia,2021,Florida,Union County,12,125,429,306–489
Chlamydia,2021,Florida,Volusia County,12,127,340,306–489
Chlamydia,2021,Florida,Wakulla County,12,129,383,306–489
Chlamydia,2021,Florida,Walton County,12,131,330,306–489
Chlamydia,2021,Florida,Washington County,12,133,507,"490–3,468"
Chlamydia,2021,Georgia,Appling County,13,001,444,306–489
Chlamydia,2021,Georgia,Atkinson County,13,003,536,"490–3,468"
Chlamydia,2021,Georgia,Bacon County,13,005,496,"490–3,468"
Chlamydia,2021,Georgia,Baker County,13,007,390,306–489
Chlamydia,2021,Georgia,Baldwin County,13,009,724,"490–3,468"
Chlamydia,2021,Georgia,Banks County,13,011,140,1–208
Chlamydia,2021,Georgia,Barrow County,13,013,402,306–489
Chlamydia,2021,Georgia,Bartow County,13,015,366,306–489
Chlamydia,2021,Georgia,Ben Hill County,13,017,711,"490–3,468"
Chlamydia,2021,Georgia,Berrien County,13,019,656,"490–3,468"
Chlamydia,2021,Georgia,Bibb County,13,021,938,"490–3,468"
Chlamydia,2021,Georgia,Bleckley County,13,023,706,"490–3,468"
Chlamydia,2021,Georgia,Brantley County,13,025,215,209–305
Chlamydia,2021,Georgia,Brooks County,13,027,516,"490–3,468"
Chlamydia,2021,Georgia,Bryan County,13,029,428,306–489
Chlamydia,2021,Georgia,Bulloch County,13,031,917,"490–3,468"
Chlamydia,2021,Georgia,Burke County,13,033,691,"490–3,468"
Chlamydia,2021,Georgia,Butts County,13,035,508,"490–3,468"
Chlamydia,2021,Georgia,Calhoun County,13,037,726,"490–3,468"
Chlamydia,2021,Georgia,Camden County,13,039,393,306–489
Chlamydia,2021,Georgia,Candler County,13,043,716,"490–3,468"
Chlamydia,2021,Georgia,Carroll County,13,045,535,"490–3,468"
Chlamydia,2021,Georgia,Catoosa County,13,047,234,209–305
Chlamydia,2021,Georgia,Charlton County,13,049,321,306–489
Chlamydia,2021,Georgia,Chatham County,13,051,899,"490–3,468"
Chlamydia,2021,Georgia,Chattahoochee County,13,053,"1,293","490–3,468"
Chlamydia,2021,Georgia,Chattooga County,13,055,205,1–208
Chlamydia,2021,Georgia,Cherokee County,13,057,269,209–305
Chlamydia,2021,Georgia,Clarke County,13,059,950,"490–3,468"
Chlamydia,2021,Georgia,Clay County,13,061,867,"490–3,468"
Chlamydia,2021,Georgia,Clayton County,13,063,813,"490–3,468"
Chlamydia,2021,Georgia,Clinch County,13,065,743,"490–3,468"
Chlamydia,2021,Georgia,Cobb County,13,067,556,"490–3,468"
Chlamydia,2021,Georgia,Coffee County,13,069,493,"490–3,468"
Chlamydia,2021,Georgia,Colquitt County,13,071,395,306–489
Chlamydia,2021,Georgia,Columbia County,13,073,318,306–489
Chlamydia,2021,Georgia,Cook County,13,075,743,"490–3,468"
Chlamydia,2021,Georgia,Coweta County,13,077,311,306–489
